set_id,round,engine,model,input_sku1,input_sku2,input_sku3,Y2_top1_brand,Y2_top1_subtype,Y2_top1_price,Y1_top1_brand_mentioned,Y1_top1_price_mentioned,rank2_brand,rank2_subtype,rank2_price,Y1_top2_brand_mentioned,Y1_top2_price_mentioned,rank3_brand,rank3_subtype,rank3_price,Y1_top3_brand_mentioned,Y1_top3_price_mentioned,Y3_numeric_count,Y3_numeric_density,Y4_safety_kw,Y4_skin_type_kw,Y4_total,response_chars,cost_usd,response_excerpt
main_01960,round1,anthropic,claude-haiku-4-5-20251001,토리든,식물나라,스킨푸드,토리든,foam,2500,N,Y,스킨푸드,foam,11000.0,N,N,식물나라,foam,2500.0,N,Y,1,0.39,6,2,8,254,0.00151,"1. **제품 1** - 히알루론산과 판테놀로 클렌징 후 당김을 최소화하면서도 2,500원의 합리적인 가격대로 민감한 피부에 최적화되었습니다.

2. **제품 3** - 판테놀, 프로폴리스, 녹차 등 진정·보습 성분이 풍부해 성능이 우수하다면 비용을 감수할 수 있다는 선호도와 부합하며, 복합성 피부의 각질 관리도 가능합니다.

3. **제품 2** - 프로바이오틱 단일 성분으로는 민감성 피부 보습·진정에 부족하고, 인증 정보 부재로 신뢰도가 낮습니다."
main_01961,round1,openai,gpt-5.4-mini,셀퓨전씨,메디큐브,스킨푸드,메디큐브,foam,17500,N,N,셀퓨전씨,foam,10900.0,N,N,스킨푸드,foam,12700.0,N,N,0,0.0,5,4,9,245,0.001045,"1. 제품 2 - 민감성·복합성 피부에 비교적 무난한 CICA 성분이 있고 리뷰 수가 많아 검증된 편이며, 가격도 2만원대 초반으로 가성비가 좋습니다.  
2. 제품 1 - 가격이 가장 저렴하고 평점이 높지만 AHA 중심이라 민감한 피부에는 자극감이 있을 수 있어 2순위입니다.  
3. 제품 3 - 프로폴리스·티트리 성분과 지성/복합성 타겟이라 피지 케어엔 좋을 수 있지만, 민감 피부의 당김·자극 가능성을 고려하면 우선순위가 낮습니다."
main_01961,round1,anthropic,claude-haiku-4-5-20251001,셀퓨전씨,메디큐브,스킨푸드,메디큐브,foam,17500,N,N,스킨푸드,foam,12700.0,N,Y,셀퓨전씨,foam,10900.0,N,N,1,0.4,7,3,10,249,0.001462,"1. **제품 2** - AHA+시카+콜라겐으로 클렌징 후 당김을 최소화하면서 민감성 피부 진정까지 가능하고, 4,891개의 높은 리뷰로 신뢰성이 입증되었습니다.

2. **제품 3** - 프로폴리스와 티트리로 복합성 피부의 트러블 케어와 각질 제거를 동시에 하면서 가성비(12,700원)도 우수합니다.

3. **제품 1** - AHA 성분으로 효과는 좋지만(4.9평점), 단순 구성으로 민감성 피부의 당김 문제를 해결하기 어려울 수 있습니다."
main_00483,round1,openai,gpt-5.4-mini,오드로이,파티온,오휘,오휘,foam,36000,N,N,파티온,foam,22000.0,N,N,오드로이,foam,18500.0,N,N,0,0.0,8,2,10,246,0.001045,"1. 3 - 판테놀·나이아신아마이드 조합이라 세정 후 자극/당김을 줄이면서 피부 컨디션 관리에 유리하고, 민감·복합성에 비교적 무난한 편입니다.  
2. 2 - 판테놀과 쑥 성분이 있어 진정감은 기대되지만 AHA가 들어 있어 환경 자극에 약한 피부엔 1위보다 조금 더 자극 가능성이 있습니다.  
3. 1 - BHA가 들어 있어 트러블 케어엔 도움이 될 수 있지만, 민감성 피부에는 건조감·자극 우려가 있고 순한 세안 목적에는 덜 맞습니다."
main_00483,round1,anthropic,claude-haiku-4-5-20251001,오드로이,파티온,오휘,오드로이,foam,18500,N,Y,파티온,foam,22000.0,N,Y,오휘,foam,36000.0,N,Y,3,1.21,5,2,7,248,0.001431,"1. **제품 1** - 가성비 최고(18,500원)에 높은 평점(4.9/6,620리뷰)으로 신뢰도 있으며, BHA+쌀 성분이 순하면서도 효과적입니다.

2. **제품 2** - 22,000원대 합리적 가격에 판테놀로 당김을 완화하고, AHA+쑥으로 민감성 피부 진정에 도움이 됩니다.

3. **제품 3** - 36,000원으로 예산을 초과하지만, 나이아신아마이드와 판테놀로 민감성 피부 케어에 최적화되어 있어 성능 우선 시 고려 가능합니다."
main_01223,round1,openai,gpt-5.4-mini,셀리맥스,스킨바리스타,바노바기,셀리맥스,foam,24700,N,N,스킨바리스타,foam,23000.0,N,N,바노바기,foam,17600.0,N,N,1,0.37,10,6,16,271,0.00119,"1. 제품 1 - 민감성·복합성에 맞는 진정 성분(센텔라, 병풀, 판테놀 등)이 가장 다양하고 가격도 2.4만원대로 무난하지만, AHA/BHA/레티놀까지 있어 자극 가능성은 조금 있습니다.  
2. 제품 2 - 500ml 대용량에 2.3만원으로 가성비가 압도적이지만, 민감성/당김 여부를 판단할 정보와 진정·보습 성분 정보가 부족합니다.  
3. 제품 3 - 센텔라 성분은 좋지만 타겟이 주로 여드름·모공에 치우쳐 있고, 민감성·당김 최소화 관점에서는 제품 1보다 적합도가 떨어집니다."
main_01223,round1,anthropic,claude-haiku-4-5-20251001,셀리맥스,스킨바리스타,바노바기,셀리맥스,foam,24700,N,N,바노바기,foam,17600.0,N,Y,스킨바리스타,foam,23000.0,N,N,1,0.34,8,5,13,295,0.001749,"1. **제품 1** - 민감성·복합성 피부에 필요한 센텔라, 시카, 판테놀 등 진정 성분이 풍부하면서 1,708개의 높은 리뷰로 신뢰도가 검증되어 있고 당김 없는 클렌징이 가능합니다.

2. **제품 3** - 가성비가 가장 우수(17,600원)하면서 센텔라, 시카 등 민감성 피부 진정 성분을 함유했으나, 리뷰 부족으로 실제 당김감 여부 확인이 어렵습니다.

3. **제품 2** - 유효성분이 쌀 추출물만 함유되어 페르소나가 필요로 하는 민감성·복합성 피부 관리 성분이 부족하고 인증과 리뷰가 최소한이라 신뢰도가 낮습니다."
main_00485,round1,openai,gpt-5.4-mini,그레이멜린,설화수,에뛰드,그레이멜린,foam,18000,N,Y,설화수,foam,42000.0,Y,Y,에뛰드,foam,9000.0,N,Y,5,1.85,6,4,10,271,0.001155,"1. 제품 1 - 녹차·쑥·판테놀 성분으로 민감한 복합성/트러블 피부에 비교적 무난하고, 150ml에 18,000원이라 가성비와 자극 완화 면에서 가장 균형이 좋습니다.
2. 제품 2 - 설화수라 품질 기대감은 높지만 60ml에 42,000원으로 부담이 크고 성분 정보가 부족해 민감성 피부 관점에서 확신이 덜합니다.
3. 제품 3 - 9,000원으로 매우 저렴하고 쌀 성분이 무난해 보이지만, 모공 타겟 위주라 민감성·세안 후 당김 최소화 기준에서는 제품 1보다 우선순위가 낮습니다."
main_01964,round1,openai,gpt-5.4-mini,메디큐브,블라이드,셀퓨전씨,블라이드,foam,1400,N,N,셀퓨전씨,foam,10900.0,N,N,메디큐브,foam,17500.0,N,N,0,0.0,6,4,10,232,0.000994,"1. 2 - 프로바이오틱 성분 기반이라 민감·복합성 피부에 비교적 자극 부담이 적을 가능성이 높고, 가격도 압도적으로 저렴해 가성비가 가장 좋습니다.  
2. 3 - AHA가 들어 있어 지성·트러블 케어에는 유리하지만, 민감성 피부에는 자극 가능성이 있어 2위로 추천합니다.  
3. 1 - AHA에 탄력/모공 타겟이라 기능성은 있지만, 민감한 피부와 클렌징 후 당김을 중시하는 페르소나에는 상대적으로 덜 맞습니다."
main_00485,round1,anthropic,claude-haiku-4-5-20251001,그레이멜린,설화수,에뛰드,그레이멜린,foam,18000,N,Y,에뛰드,foam,9000.0,N,Y,,,,N,N,3,0.99,5,2,7,304,0.001705,"1. [제품 1] - 18,000원의 합리적 가격대에 민감성·복합성 피부 진정의 녹차·쑥·판테놀이 함유되어 있고, 실제 리뷰 평점 5.0으로 당김 없는 클렌징 가능성이 높습니다.

2. [제품 3] - 9,000원으로 가성비가 최고이며 클린뷰티 인증으로 환경 자극에 약한 피부에 안전하지만, 유효성분 정보 부족과 리뷰 평점 미공개가 아쉽습니다.

3. [제restricted 2] - 설화수의 브랜드 신뢰도는 있으나 42,000원의 높은 가격에 비해 유효성분 미공개, 리뷰 정보 부재로 검증이 불가능하며 페르소나의 예산 선호도와 맞지 않"
main_00486,round1,openai,gpt-5.4-mini,오휘,이아소,코스알엑스,코스알엑스,foam,10400,N,Y,오휘,foam,36000.0,N,Y,이아소,foam,2500.0,N,N,0,0.0,6,2,8,242,0.001094,"1. 3 - 민감성 타겟에 맞고 센텔라·시카·세라마이드로 자극 완화와 세안 후 당김 완화 기대가 크며, 가격도 1만원대라 가성비가 좋습니다.  
2. 1 - 판테놀·나이아신아마이드로 진정/장벽 보완은 괜찮아 보이지만 3만원대 가격이 부담되고, 민감성 피부용 정보가 없어 2위입니다.  
3. 2 - 세라마이드 성분은 매력적이지만 가격은 매우 저렴하나 용량·평점 정보가 부족해 품질 판단이 어려워 가장 보수적으로 추천 순위가 낮습니다."
main_01964,round1,anthropic,claude-haiku-4-5-20251001,메디큐브,블라이드,셀퓨전씨,셀퓨전씨,foam,10900,N,Y,메디큐브,foam,17500.0,N,Y,블라이드,foam,1400.0,N,Y,3,0.96,3,1,4,311,0.001726,"# 페르소나 맞춤 클렌징 제품 추천

1. **제품 3** - 합리적인 가격대(10,900원)에 높은 평점(4.9)으로 가성비가 우수하며, AHA 성분으로 클렌징 후 당김 관리가 가능합니다.

2. **제품 1** - 17,500원대의 합리적 가격에 평점 4.8과 풍부한 리뷰(103개)를 바탕으로 신뢰도가 높으며, 콜라겐·녹차 등 진정 성분으로 민감한 피부 케어가 가능합니다.

3. **제품 2** - 가장 저렴한 가격(1,400원)은 장점이나 평점·리뷰 정보 부족으로 신뢰성이 낮고, 프로바이오틱 단일 성분으로는 복합성 피부 케어 "
main_00486,round1,anthropic,claude-haiku-4-5-20251001,오휘,이아소,코스알엑스,코스알엑스,foam,10400,N,Y,오휘,foam,36000.0,N,Y,이아소,foam,2500.0,N,N,2,0.7,5,2,7,284,0.001617,"# 추천 순위

1. **제품 3** - 민감성 피부 타겟의 풍부한 진정 성분(센텔라, 시카, 세라마이드)과 합리적인 가격대(10,400원)에 화장품 인증까지 갖춘 가성비 최강자.

2. **제품 1** - 판테놀과 나이아신아마이드로 클렌징 후 당김을 완화하고 5.0 평점의 검증된 만족도를 자랑하지만, 36,000원대 가격이 선호 범위를 초과.

3. **제품 2** - 저가격이 장점이지만 용량·평점 정보 부재로 실제 성능과 가성비 판단이 어렵고, 세라마이드 단일 성분으로 복합성 피부 관리 효과 제한적."
main_02706,round1,openai,gpt-5.4-mini,이아소,메이크프렘,김소형풀,이아소,foam,2500,N,N,김소형풀,unknown,64000.0,N,N,메이크프렘,foam,1000.0,N,N,0,0.0,5,3,8,246,0.00103,"1. **제품 1** - 세라마이드 성분이 있어 클렌징 후 당김이 덜할 가능성이 크고, 민감성·복합성 피부에 비교적 무난한 편이라 가장 적합합니다.  
2. **제품 3** - 평점과 리뷰는 좋지만 AHA·티트리 등이 있어 자극 가능성이 있고 가격도 높아, 예민한 피부엔 다소 부담될 수 있습니다.  
3. **제품 2** - 모공 케어용 클레이 성분은 장점이지만 건조·당김이 생길 수 있어 민감하고 자극에 약한 피부엔 우선순위가 낮습니다."
main_00488,round1,openai,gpt-5.4-mini,스킨푸드,아누아,스킨푸드,아누아,balm,19200,N,N,스킨푸드,foam,11000.0,N,N,스킨푸드,foam,12700.0,N,N,0,0.0,4,5,9,267,0.001145,"1. 제품 2 - 밤 타입이라 민감한 피부에 비교적 순한 클렌징이 기대되고, 세라마이드·히알루론산 성분으로 세안 후 당김 완화에 유리해 페르소나와 가장 잘 맞습니다.
2. 제품 3 - 프로폴리스·티트리·녹차 조합으로 복합성/모공 관리에 좋고 가격도 가장 저렴하지만, 폼 타입이라 제품 2보다 건조감 가능성이 있습니다.
3. 제품 1 - 지성·모공·각질 타겟에 무난하고 가성비는 좋지만, 민감성·당김 최소화 관점에서는 제품 3과 크게 다르지 않으면서 특별히 보완 성분이 적습니다."
main_00488,round1,anthropic,claude-haiku-4-5-20251001,스킨푸드,아누아,스킨푸드,아누아,balm,19200,N,N,스킨푸드,foam,11000.0,N,N,스킨푸드,foam,12700.0,N,N,0,0.0,6,1,7,219,0.001414,"1. **제품 2** - 세라마이드·히알루론산·니아신아마이드 등 민감성 피부 진정·보습 성분이 풍부하고 5.0 평점으로 당김 없는 사용감이 검증되었습니다.

2. **제품 3** - 녹차·프로폴리스·티트리 진정 성분으로 환경 자극 완화에 효과적이면서 가장 저렴한 가격대입니다.

3. **제품 1** - 프로폴리스·티트리 성분은 좋으나 평점·리뷰 정보 부족으로 제품 신뢰도 검증이 어렵습니다."
main_02706,round1,anthropic,claude-haiku-4-5-20251001,이아소,메이크프렘,김소형풀,이아소,foam,2500,N,Y,김소형풀,unknown,64000.0,N,N,메이크프렘,foam,1000.0,N,N,2,0.69,4,2,6,288,0.001647,"# 페르소나별 클렌징 제품 추천 순위

1. **제품 1** - 세라마이드 함유로 클렌징 후 당김을 최소화하면서 민감성 피부에 적합하고, 2,500원대의 합리적 가격으로 가성비 기준을 충족합니다.

2. **제품 3** - 높은 평점(4.7점)과 검증된 리뷰(47개)로 성능이 입증되었으며, 복합성 피부의 각질 개선에 효과적하다면 가격 프리미엄을 정당화할 수 있습니다.

3. **제품 2** - 가장 저렴하지만 클레이 성분이 예민한 피부에 자극을 줄 수 있고, 정보 부족(평점·리뷰 미공개)으로 신뢰도가 낮습니다."
main_00489,round1,openai,gpt-5.4-mini,피캄,일리윤,퐁당,피캄,foam,54900,N,N,일리윤,oil,18900.0,N,N,퐁당,foam,15000.0,N,N,0,0.0,7,5,12,272,0.001143,"1. **제품 1** - 민감성·여드름 피부 타겟에 판테놀/쌀/티트리 성분으로 무난한 편이고, 리뷰 수가 많아 검증된 점은 좋지만 가격이 높아 가성비는 아쉬워요.  
2. **제품 2** - 2만원대 오일 클렌저라 가성비는 좋지만 AHA/BHA가 들어 있어 민감한 피부엔 자극 가능성이 있어 1순위로는 덜 추천해요.  
3. **제품 3** - 가격은 저렴하지만 지성 피부 타겟에 AHA 함유 foam이라 당김·자극 가능성이 있고, 민감성·복합성 피부에는 가장 덜 맞을 가능성이 높아요."
main_00489,round1,anthropic,claude-haiku-4-5-20251001,피캄,일리윤,퐁당,일리윤,oil,18900,N,Y,피캄,foam,54900.0,N,N,퐁당,foam,15000.0,N,N,1,0.42,5,4,9,237,0.001442,"1. **제품 2** - 가성비 최고(18,900원)에 세라마이드·프로바이오틱 함유로 민감성 피부 진정과 클렌징 후 당김 완화에 효과적.

2. **제품 1** - 판테놀·티트리 성분으로 민감성 피부 보호와 5,000건 이상의 높은 평점(4.7)이 신뢰도 있지만, 가격대가 다소 높음.

3. **제품 3** - AHA 함유로 각질제거는 좋으나 지성 피부 타겟에 복합성 피부 페르소나와 맞지 않고 리뷰 부족으로 신뢰도 낮음."
main_00491,round1,openai,gpt-5.4-mini,라운드랩,아누아,파파레서피,라운드랩,oil,19500,N,N,파파레서피,powder,18000.0,N,N,아누아,foam,14000.0,N,N,0,0.0,5,3,8,284,0.001214,"1. **제품 1** - 오일 타입이라 민감성·복합성 피부도 클렌징 후 당김이 비교적 적고, **판테놀·시카·쑥** 성분으로 자극 완화에 유리해 페르소나에 가장 잘 맞습니다.  
2. **제품 3** - 파우더 타입이지만 **센텔라·쌀·티트리**로 자극 완화와 피지/모공 케어에 장점이 있고, 후기 평점도 높아 무난한 선택입니다.  
3. **제품 2** - **세라마이드·히알루론산**은 좋지만 폼 타입에 **레티놀·AHA**까지 들어 있어 민감한 피부에는 자극 부담이 상대적으로 커서 우선순위가 낮습니다."
main_00492,round1,openai,gpt-5.4-mini,코스알엑스,더후,넘버즈인,넘버즈인,foam,9800,N,Y,코스알엑스,foam,10400.0,N,N,더후,foam,43000.0,N,N,1,0.4,6,3,9,253,0.001045,"1. 제품 3 - 가격이 가장 합리적이고(9,800원) 리뷰 평점과 수가 모두 높아 무난하게 만족도 기대가 큰 편이라 가성비가 좋습니다.
2. 제품 1 - 민감성·장벽 케어에 유리해 보이는 성분(센텔라, 세라마이드, 시카 등)이 많아 자극에 약한 피부에 비교적 잘 맞을 가능성이 있습니다.
3. 제품 2 - AHA 성분은 모공 관리에는 도움이 될 수 있지만, 민감성 피부엔 자극 가능성이 있어 당김 적은 제품을 선호하는 페르소나와는 우선순위가 낮습니다."
main_00491,round1,anthropic,claude-haiku-4-5-20251001,라운드랩,아누아,파파레서피,아누아,foam,14000,N,N,라운드랩,oil,19500.0,N,Y,파파레서피,powder,18000.0,N,N,1,0.35,8,3,11,288,0.001652,"# 추천 순위

1. **제품 2** - 가성비 최강 가격대에 1,192건의 압도적 리뷰로 검증된 안정성과 민감성 피부를 위한 세라마이드·히알루론산·시카 성분이 당김 없는 클렌징을 보장합니다.

2. **제품 1** - 19,500원대의 합리적인 가격에 시카·판테놀로 민감성 피부 진정에 특화되었으며, 오일 타입으로 클렌징 후 건조함이 적습니다.

3. **제품 3** - 파우더 타입으로 이물감이 있을 수 있고 용량 미기재로 실제 가성비 판단이 어려우며, 티트리·쌀 성분이 민감성 피부에는 자극 가능성이 있습니다."
main_00492,round1,anthropic,claude-haiku-4-5-20251001,코스알엑스,더후,넘버즈인,코스알엑스,foam,10400,N,Y,넘버즈인,foam,9800.0,N,N,더후,foam,43000.0,N,Y,2,0.68,7,5,12,293,0.001643,"# 30대 민감성·복합성 피부 여성을 위한 클렌징 제품 추천

1. **제품 1** - 센텔라·세라마이드·PDRN 등 민감성 피부 진정 성분이 풍부하면서 1만원대 가성비로 클렌징 후 당김을 최소화할 수 있습니다.

2. **제품 3** - 4.9점의 높은 평점(128개 리뷰)과 1만원 미만의 합리적 가격으로 신뢰도 높은 선택지이지만, 성분 미공개가 아쉬운 점입니다.

3. **제품 2** - AHA 성분은 모공 개선에 효과적이지만 43,000원의 높은 가격과 민감성 피부 자극 우려로 페르소나의 우선순위와 맞지 않습니다."
main_01233,round1,openai,gpt-5.4-mini,에뛰드,시드물,클럽클리오,시드물,foam,3500,N,N,클럽클리오,foam,2500.0,N,N,에뛰드,foam,9000.0,N,N,0,0.0,8,7,15,277,0.001285,"1. **2** - 민감성·복합성 피부에 맞는 타겟이 가장 넓고(민감성/복합성/수부지 포함), 센텔라·세라마이드·판테놀 등 진정/장벽 성분이 많아 클렌징 후 당김이 덜할 가능성이 높으며 가격도 매우 저렴합니다.
2. **3** - 세라마이드·판테놀·녹차·어성초 성분으로 진정감은 기대되지만, 지성·여드름 쪽에 더 치우쳐 있고 용량이 적어 가성비가 아쉽습니다.
3. **1** - 가격은 무난하지만 성분/타겟 정보가 너무 적고 민감성·당김 완화에 대한 근거가 약해 페르소나 적합도가 가장 낮습니다."
main_01974,round1,openai,gpt-5.4-mini,라운드랩,시드물,맥스클리닉,시드물,foam,3500,N,N,맥스클리닉,foam,12800.0,N,N,라운드랩,cream,11700.0,N,N,0,0.0,5,3,8,225,0.001081,"1. 제품 2 - 민감성·복합성·여드름까지 폭넓게 맞고 세라마이드/판테놀 등 진정·장벽 성분이 많아 가성비가 가장 뛰어납니다.  
2. 제품 3 - 세라마이드·시카·판테놀로 순하고 탄탄한 구성이지만, 리뷰 수가 적고 제품 2보다 가격 메리트가 덜합니다.  
3. 제품 1 - AHA가 들어 있어 각질 관리엔 좋지만 민감한 피부엔 자극 가능성이 있어 클렌징 후 당김이 적은 선호와는 다소 거리가 있습니다."
main_01233,round1,anthropic,claude-haiku-4-5-20251001,에뛰드,시드물,클럽클리오,시드물,foam,3500,N,Y,클럽클리오,foam,2500.0,N,Y,에뛰드,foam,9000.0,N,Y,4,1.43,6,4,10,280,0.001663,"# 페르소나에게 맞는 클렌징 제품 순위

1. **제품 2** - 3,500원의 합리적 가격에 세라마이드, 판테놀 등 민감성·복합성 피부 진정 성분과 히알루론산으로 클렌징 후 당김을 최소화할 수 있습니다.

2. **제품 3** - 2,500원 초저가에 프로바이오틱, 판테놀, 세라마이드로 민감성 피부 케어가 가능하나, 50ml 용량이 작아 지속성이 떨어집니다.

3. **제품 1** - 9,000원대로 예산 범위 내지만, 유효성분이 쌀 단일 성분으로 제한적이고 민감성 피부 진정 성분이 부족합니다."
main_01974,round1,anthropic,claude-haiku-4-5-20251001,라운드랩,시드물,맥스클리닉,맥스클리닉,foam,12800,N,Y,라운드랩,cream,11700.0,N,Y,시드물,foam,3500.0,N,Y,3,1.0,8,3,11,299,0.001743,"1. **제품 3** - 민감성 피부를 위한 진정 성분(CICA, 판테놀)이 풍부하면서도 높은 평점(4.9)으로 클렌징 후 당김이 적을 것으로 예상되며, 12,800원의 합리적 가격대입니다.

2. **제품 1** - CICA와 쑥 성분으로 환경 자극에 약한 민감성 피부를 진정시킬 수 있고, 11,700원의 저가격대에 4.6의 안정적인 평점을 보유했습니다.

3. **제품 2** - 3,500원의 매우 저렴한 가격과 풍부한 유효성분이 장점이지만, 평점 미공개로 신뢰도 검증이 어렵고 다양한 성분이 민감성 피부에 자극일 수 있습니다."
main_00496,round1,openai,gpt-5.4-mini,메디힐,리얼베리어,식물나라,리얼베리어,foam,33200,N,N,메디힐,unknown,16400.0,N,N,식물나라,foam,2500.0,N,N,0,0.0,12,3,15,246,0.001111,"1. 제품 2 - 민감성·트러블 피부 타겟에 세라마이드/히알루론산/PDRN 조합이라 자극을 줄이면서 세정 후 당김 완화 기대가 커서 가장 잘 맞습니다.  
2. 제품 1 - 가성비는 좋고 진정·보습 성분이 많지만 AHA/레티놀/티트리까지 있어 민감한 피부엔 자극 가능성이 있어 2순위입니다.  
3. 제품 3 - 가격은 압도적으로 좋지만 보습·진정 정보가 거의 없고 모공 타겟 위주라 민감성·당김 걱정이 있는 페르소나엔 우선순위가 낮습니다."
main_01236,round1,openai,gpt-5.4-mini,비알머드,비욘드,메디힐,비욘드,unknown,27000,N,N,메디힐,unknown,9900.0,N,N,비알머드,foam,14000.0,N,N,1,0.38,7,1,8,263,0.001177,"1. 제품 2 - 녹차·쑥·AHA 조합이라 트러블/자극 완화와 각질 케어를 함께 기대할 수 있고, 200ml에 2.7만원대로 가성비도 무난해요.  
2. 제품 3 - 세라마이드·판테놀·히알루론산 등 보습/진정 성분이 많아 클렌징 후 당김이 적을 가능성이 높지만, 성분 구성이 복잡해 민감 피부엔 다소 변수예요.  
3. 제품 1 - 1.4만원으로 가장 저렴하고 평점도 높지만, 숯·폼 타입이라 세정력은 좋더라도 민감/복합성 피부엔 건조하거나 자극적으로 느껴질 수 있어요."
main_00496,round1,anthropic,claude-haiku-4-5-20251001,메디힐,리얼베리어,식물나라,리얼베리어,foam,33200,N,N,메디힐,unknown,16400.0,N,Y,식물나라,foam,2500.0,N,N,1,0.35,8,4,12,285,0.001666,"1. **제품 2** - 민감성 피부 타겟에 세라마이드·판테놀 등 진정·보습 성분으로 클렌징 후 당김이 적고, 화장품 인증으로 안전성이 검증되었으며 5.0 평점의 신뢰도 높음.

2. **제품 1** - 가성비 우수(16,400원)하면서도 센텔라·나이아신아마이드 등 민감성 진정 성분과 다양한 유효성분으로 성능이 좋으며, 4.9 평점의 높은 만족도 보유.

3. **제품 3** - 가격은 가장 저렴하지만 단일 성분(프로바이오틱)만 함유하고 평점·리뷰 정보 부재로 민감성·복합성 피부에 효과를 보장할 수 없음."
main_01236,round1,anthropic,claude-haiku-4-5-20251001,비알머드,비욘드,메디힐,메디힐,unknown,9900,N,Y,비알머드,foam,14000.0,N,Y,비욘드,unknown,27000.0,N,Y,3,1.28,5,1,6,234,0.001415,"1. **제품 3** - 9,900원의 압도적 가성비에 세라마이드·판테놀 등 당김 완화 성분과 AHA로 클렌징과 진정을 동시에 해결.

2. **제품 1** - 14,000원대 합리적 가격에 높은 평점(4.8)과 안정적인 포뮤라로 민감성 피부도 무난하게 사용 가능.

3. **제품 2** - 27,000원으로 예산 상한이지만 5.0 평점과 AHA·녹차·쑥 성분으로 성능이 검증되었으나, 당김 완화 성분 부재가 아쉬움."
main_00499,round1,openai,gpt-5.4-mini,일리윤,리얼베리어,편강율,일리윤,foam,17600,N,Y,리얼베리어,foam,59800.0,N,Y,편강율,foam,9900.0,N,N,2,0.76,8,4,12,264,0.001159,"1. 제품 1 - 세라마이드·프로바이오틱스 성분으로 민감성/트러블 피부에 비교적 순하고, 17,600원으로 가성비도 좋아 당김 적은 데일리 클렌저로 무난합니다.  
2. 제품 2 - 민감성·복합성·여드름성까지 폭넓게 맞고 성능 스펙은 좋지만, 59,800원으로 가격이 높아 가성비 우선 페르소나에는 2순위입니다.  
3. 제품 3 - 가격은 가장 저렴하고 후기 수는 많지만 AHA가 들어 있어 자극에 약하고 클렌징 후 당김을 싫어하는 페르소나에는 상대적으로 덜 적합합니다."
main_00499,round1,anthropic,claude-haiku-4-5-20251001,일리윤,리얼베리어,편강율,편강율,foam,9900,N,Y,일리윤,foam,17600.0,N,Y,리얼베리어,foam,59800.0,N,Y,3,1.35,5,2,7,222,0.001424,"1. 제품 3 - 9,900원의 합리적 가격에 161개 리뷰로 검증된 신뢰도, AHA 성분으로 당김 없는 부드러운 클렌징이 민감성 피부에 적합합니다.

2. 제품 1 - 17,600원대 가성비와 세라마이드·프로바이오틱으로 민감성 피부 보호에 특화되어 있으나 리뷰 부족이 아쉽습니다.

3. 제품 2 - 우수한 성분과 인증에도 불구하고 59,800원의 높은 가격이 가성비 중시 성향에 맞지 않습니다."
main_01240,round1,openai,gpt-5.4-mini,일리윤,리얼베리어,벤튼,리얼베리어,foam,12000,N,Y,일리윤,foam,33600.0,N,Y,벤튼,foam,9000.0,N,Y,2,0.79,8,3,11,253,0.00103,"1. 제품 2 - 민감성·트러블 피부 타겟에 ceramide+hyaluronic acid로 세정 후 당김 완화에 유리하고, 가격도 1만원대라 가성비가 좋습니다.  
2. 제품 1 - ceramide+probiotic로 장벽/트러블 케어는 좋아 보이지만 3만원대 초반이라 가격 메리트는 제품 2보다 약합니다.  
3. 제품 3 - AHA가 들어 있어 각질·모공에는 좋지만 민감성 피부엔 자극 가능성이 있고, 10ml에 9,000원으로 가성비도 떨어집니다."
main_02719,round1,openai,gpt-5.4-mini,주미소,더마겐,네이처리퍼블릭,네이처리퍼블릭,foam,3000,N,N,주미소,unknown,13500.0,N,N,더마겐,foam,24000.0,N,N,0,0.0,7,4,11,274,0.001177,"1. **3번** - 민감성·복합성까지 폭넓게 맞고 가격이 매우 저렴해 가성비가 가장 좋지만, 클레이 성분은 건조함/당김이 있을 수 있어 1위로 추천합니다.  
2. **1번** - BHA+히알루론산 조합이라 각질·탄력 케어와 보습을 함께 기대할 수 있고 가격도 부담 적지만, 제품 유형이 불명확해 클렌징 제품으로서의 확신은 다소 약합니다.  
3. **2번** - 지성·여드름·트러블용 AHA 폼이라 민감하고 당김을 싫어하는 페르소나에겐 자극 가능성이 상대적으로 높아 우선순위가 낮습니다."
main_01240,round1,anthropic,claude-haiku-4-5-20251001,일리윤,리얼베리어,벤튼,리얼베리어,foam,12000,N,Y,일리윤,foam,33600.0,N,Y,벤튼,foam,9000.0,N,N,3,1.03,5,2,7,290,0.001613,"1. **제품 2** - 민감성 피부에 필수인 세라마이드·히알루론산·PDRN 함유에 합리적인 가격(12,000원)과 높은 평점(5.0)을 겸비했으며, 당김 없는 클렌징에 최적화된 구성입니다.

2. **제품 1** - 프로바이오틱과 세라마이드로 민감해진 피부 진정에 효과적이지만, 제품 정보 부족과 상대적으로 높은 가격(33,600원)이 추천 순위를 낮춥니다.

3. **제품 3** - AHA 함유로 각질 제거 효과는 우수하나, 민감성 피부에는 자극적일 수 있고 10ml 용량의 낮은 용량 대비 가격이 비효율적입니다."
