engine_a,engine_b,set_id,input_sku1,input_sku2,input_sku3,duplicate_input_brand_trial,anthropic_top1,anthropic_rank2,anthropic_rank3,openai_top1,openai_rank2,openai_rank3,top1_match,full_rank_match,complete_pair,agreement_signature
anthropic,openai,main_01964,메디큐브,블라이드,셀퓨전씨,False,셀퓨전씨,메디큐브,블라이드,블라이드,셀퓨전씨,메디큐브,False,False,True,셀퓨전씨 > 메디큐브 > 블라이드 || 블라이드 > 셀퓨전씨 > 메디큐브
anthropic,openai,main_01974,라운드랩,시드물,맥스클리닉,False,맥스클리닉,라운드랩,시드물,시드물,맥스클리닉,라운드랩,False,False,True,맥스클리닉 > 라운드랩 > 시드물 || 시드물 > 맥스클리닉 > 라운드랩
anthropic,openai,main_02000,리얼베리어,일소,에스트라,False,리얼베리어,에스트라,일소,에스트라,리얼베리어,일소,False,False,True,리얼베리어 > 에스트라 > 일소 || 에스트라 > 리얼베리어 > 일소
anthropic,openai,main_02002,파티온,은율,일리윤,False,파티온,일리윤,은율,일리윤,파티온,은율,False,False,True,파티온 > 일리윤 > 은율 || 일리윤 > 파티온 > 은율
anthropic,openai,main_02004,페이스인페이스,스킨바리스타,편강율,False,편강율,스킨바리스타,페이스인페이스,스킨바리스타,편강율,페이스인페이스,False,False,True,편강율 > 스킨바리스타 > 페이스인페이스 || 스킨바리스타 > 편강율 > 페이스인페이스
anthropic,openai,main_02042,일리윤,일소,맥스클리닉,False,맥스클리닉,일리윤,일소,일리윤,맥스클리닉,일소,False,False,True,맥스클리닉 > 일리윤 > 일소 || 일리윤 > 맥스클리닉 > 일소
anthropic,openai,main_02043,이즈앤트리,엘리메르,미샤,False,엘리메르,이즈앤트리,미샤,이즈앤트리,엘리메르,미샤,False,False,True,엘리메르 > 이즈앤트리 > 미샤 || 이즈앤트리 > 엘리메르 > 미샤
anthropic,openai,main_02047,리얼베리어,아누아,스킨푸드,False,아누아,리얼베리어,스킨푸드,리얼베리어,아누아,스킨푸드,False,False,True,아누아 > 리얼베리어 > 스킨푸드 || 리얼베리어 > 아누아 > 스킨푸드
anthropic,openai,main_02050,아누아,리쥬란,피캄,False,피캄,리쥬란,아누아,리쥬란,아누아,피캄,False,False,True,피캄 > 리쥬란 > 아누아 || 리쥬란 > 아누아 > 피캄
anthropic,openai,main_02070,땡큐파머,더후,비레디,False,비레디,땡큐파머,더후,땡큐파머,비레디,더후,False,False,True,비레디 > 땡큐파머 > 더후 || 땡큐파머 > 비레디 > 더후
anthropic,openai,main_02073,믹순,에뛰드,이아소,False,믹순,에뛰드,이아소,이아소,에뛰드,믹순,False,False,True,믹순 > 에뛰드 > 이아소 || 이아소 > 에뛰드 > 믹순
anthropic,openai,main_02080,일루미엘,아크웰,시드물,False,일루미엘,시드물,아크웰,시드물,일루미엘,아크웰,False,False,True,일루미엘 > 시드물 > 아크웰 || 시드물 > 일루미엘 > 아크웰
anthropic,openai,main_02082,셀퓨전씨,에뛰드,일소,False,셀퓨전씨,에뛰드,일소,일소,셀퓨전씨,에뛰드,False,False,True,셀퓨전씨 > 에뛰드 > 일소 || 일소 > 셀퓨전씨 > 에뛰드
anthropic,openai,main_02084,닥터오라클,티엘스,나인위시스,False,닥터오라클,나인위시스,티엘스,나인위시스,닥터오라클,티엘스,False,False,True,닥터오라클 > 나인위시스 > 티엘스 || 나인위시스 > 닥터오라클 > 티엘스
anthropic,openai,main_02093,피지오겔,김소형풀,와더스킨,False,와더스킨,피지오겔,김소형풀,피지오겔,와더스킨,김소형풀,False,False,True,와더스킨 > 피지오겔 > 김소형풀 || 피지오겔 > 와더스킨 > 김소형풀
anthropic,openai,main_02104,비플레인,메디큐브,아이소이,False,메디큐브,비플레인,,아이소이,비플레인,메디큐브,False,False,False,메디큐브 > 비플레인 > nan || 아이소이 > 비플레인 > 메디큐브
anthropic,openai,main_02108,이즈앤트리,주미소,이니스프리,False,이니스프리,주미소,이즈앤트리,이즈앤트리,주미소,이니스프리,False,False,True,이니스프리 > 주미소 > 이즈앤트리 || 이즈앤트리 > 주미소 > 이니스프리
anthropic,openai,main_02121,에뛰드,와더스킨,멜릭서,False,와더스킨,에뛰드,멜릭서,에뛰드,멜릭서,와더스킨,False,False,True,와더스킨 > 에뛰드 > 멜릭서 || 에뛰드 > 멜릭서 > 와더스킨
anthropic,openai,main_02150,숨37,아누아,비플레인,False,아누아,비플레인,숨37,비플레인,아누아,숨37,False,False,True,아누아 > 비플레인 > 숨37 || 비플레인 > 아누아 > 숨37
anthropic,openai,main_02151,피캄,아페리레,엘리메르,False,아페리레,피캄,엘리메르,엘리메르,피캄,아페리레,False,False,True,아페리레 > 피캄 > 엘리메르 || 엘리메르 > 피캄 > 아페리레
anthropic,openai,main_02163,믹순,토리든,엘리메르,False,믹순,엘리메르,토리든,토리든,엘리메르,믹순,False,False,True,믹순 > 엘리메르 > 토리든 || 토리든 > 엘리메르 > 믹순
anthropic,openai,main_02170,비플레인,아누아,편강율,False,아누아,비플레인,편강율,비플레인,편강율,아누아,False,False,True,아누아 > 비플레인 > 편강율 || 비플레인 > 편강율 > 아누아
anthropic,openai,main_02178,아누아,아이소이,메디힐,False,메디힐,아누아,아이소이,아이소이,메디힐,아누아,False,False,True,메디힐 > 아누아 > 아이소이 || 아이소이 > 메디힐 > 아누아
anthropic,openai,main_02185,토리든,아누아,베네투스,False,베네투스,아누아,토리든,토리든,베네투스,아누아,False,False,True,베네투스 > 아누아 > 토리든 || 토리든 > 베네투스 > 아누아
anthropic,openai,main_02193,스킨1004,파파레서피,일소,False,파파레서피,스킨1004,일소,스킨1004,파파레서피,일소,False,False,True,파파레서피 > 스킨1004 > 일소 || 스킨1004 > 파파레서피 > 일소
anthropic,openai,main_02197,이아소,일리윤,그레이멜린,False,그레이멜린,이아소,일리윤,일리윤,이아소,그레이멜린,False,False,True,그레이멜린 > 이아소 > 일리윤 || 일리윤 > 이아소 > 그레이멜린
anthropic,openai,main_02208,유리피부,그레이멜린,비플레인,False,그레이멜린,비플레인,유리피부,비플레인,그레이멜린,유리피부,False,False,True,그레이멜린 > 비플레인 > 유리피부 || 비플레인 > 그레이멜린 > 유리피부
anthropic,openai,main_02215,더후,믹순,파파레서피,False,믹순,파파레서피,더후,파파레서피,믹순,더후,False,False,True,믹순 > 파파레서피 > 더후 || 파파레서피 > 믹순 > 더후
anthropic,openai,main_02218,피지오겔,테라비코스,더후,False,피지오겔,테라비코스,더후,테라비코스,피지오겔,더후,False,False,True,피지오겔 > 테라비코스 > 더후 || 테라비코스 > 피지오겔 > 더후
anthropic,openai,main_02220,라로슈포제,파티온,스킨푸드,False,파티온,스킨푸드,라로슈포제,라로슈포제,파티온,스킨푸드,False,False,True,파티온 > 스킨푸드 > 라로슈포제 || 라로슈포제 > 파티온 > 스킨푸드
anthropic,openai,main_02243,오휘,이즈앤트리,아임프롬,False,아임프롬,이즈앤트리,오휘,오휘,아임프롬,이즈앤트리,False,False,True,아임프롬 > 이즈앤트리 > 오휘 || 오휘 > 아임프롬 > 이즈앤트리
anthropic,openai,main_02267,클럽클리오,더후,더후,True,클럽클리오,더후,더후,더후,더후,클럽클리오,False,False,True,클럽클리오 > 더후 > 더후 || 더후 > 더후 > 클럽클리오
anthropic,openai,main_02280,은율,에뛰드,휩드,False,휩드,은율,에뛰드,에뛰드,휩드,은율,False,False,True,휩드 > 은율 > 에뛰드 || 에뛰드 > 휩드 > 은율
anthropic,openai,main_02284,지피덤,토리든,메디힐,False,메디힐,지피덤,토리든,토리든,지피덤,메디힐,False,False,True,메디힐 > 지피덤 > 토리든 || 토리든 > 지피덤 > 메디힐
anthropic,openai,main_02286,아누아,비플레인,유리피부,False,아누아,비플레인,유리피부,비플레인,아누아,유리피부,False,False,True,아누아 > 비플레인 > 유리피부 || 비플레인 > 아누아 > 유리피부
anthropic,openai,main_02288,일소,파파레서피,그레이멜린,False,파파레서피,일소,그레이멜린,그레이멜린,파파레서피,일소,False,False,True,파파레서피 > 일소 > 그레이멜린 || 그레이멜린 > 파파레서피 > 일소
anthropic,openai,main_02291,듀이트리,와더스킨,파파레서피,False,파파레서피,듀이트리,와더스킨,듀이트리,와더스킨,파파레서피,False,False,True,파파레서피 > 듀이트리 > 와더스킨 || 듀이트리 > 와더스킨 > 파파레서피
anthropic,openai,main_02297,토리든,편강율,스킨푸드,False,편강율,토리든,스킨푸드,토리든,편강율,스킨푸드,False,False,True,편강율 > 토리든 > 스킨푸드 || 토리든 > 편강율 > 스킨푸드
anthropic,openai,main_02306,메디필,라운드랩,설화수,False,메디필,라운드랩,설화수,라운드랩,메디필,설화수,False,False,True,메디필 > 라운드랩 > 설화수 || 라운드랩 > 메디필 > 설화수
anthropic,openai,main_02312,아크웰,에이프릴스킨,스킨1004,False,에이프릴스킨,스킨1004,아크웰,스킨1004,에이프릴스킨,아크웰,False,False,True,에이프릴스킨 > 스킨1004 > 아크웰 || 스킨1004 > 에이프릴스킨 > 아크웰
anthropic,openai,main_02316,메디큐브,비알머드,리쥬란,False,비알머드,리쥬란,메디큐브,리쥬란,메디큐브,비알머드,False,False,True,비알머드 > 리쥬란 > 메디큐브 || 리쥬란 > 메디큐브 > 비알머드
anthropic,openai,main_02318,스킨푸드,피지오겔,아토팜,False,피지오겔,아토팜,,아토팜,피지오겔,스킨푸드,False,False,False,피지오겔 > 아토팜 > nan || 아토팜 > 피지오겔 > 스킨푸드
anthropic,openai,main_02330,바닐라코,은율,닥터오라클,False,닥터오라클,바닐라코,은율,바닐라코,닥터오라클,은율,False,False,True,닥터오라클 > 바닐라코 > 은율 || 바닐라코 > 닥터오라클 > 은율
anthropic,openai,main_02337,일리윤,닥터오라클,멜릭서,False,닥터오라클,일리윤,멜릭서,일리윤,닥터오라클,멜릭서,False,False,True,닥터오라클 > 일리윤 > 멜릭서 || 일리윤 > 닥터오라클 > 멜릭서
anthropic,openai,main_02354,토리든,아누아,와더스킨,False,와더스킨,토리든,아누아,아누아,토리든,와더스킨,False,False,True,와더스킨 > 토리든 > 아누아 || 아누아 > 토리든 > 와더스킨
anthropic,openai,main_02355,일리윤,미샤,에스트라,False,일리윤,에스트라,미샤,에스트라,일리윤,미샤,False,False,True,일리윤 > 에스트라 > 미샤 || 에스트라 > 일리윤 > 미샤
anthropic,openai,main_02369,땡큐파머,비플레인,믹순,False,믹순,땡큐파머,비플레인,비플레인,땡큐파머,믹순,False,False,True,믹순 > 땡큐파머 > 비플레인 || 비플레인 > 땡큐파머 > 믹순
anthropic,openai,main_02370,스킨푸드,엘리메르,더후,False,스킨푸드,엘리메르,더후,엘리메르,스킨푸드,더후,False,False,True,스킨푸드 > 엘리메르 > 더후 || 엘리메르 > 스킨푸드 > 더후
anthropic,openai,main_02374,언리시아,스트라이덱스,션리,False,션리,스트라이덱스,언리시아,스트라이덱스,션리,언리시아,False,False,True,션리 > 스트라이덱스 > 언리시아 || 스트라이덱스 > 션리 > 언리시아
anthropic,openai,main_02386,지피덤,리쥬란,에뛰드,False,지피덤,리쥬란,에뛰드,리쥬란,지피덤,에뛰드,False,False,True,지피덤 > 리쥬란 > 에뛰드 || 리쥬란 > 지피덤 > 에뛰드
anthropic,openai,main_02398,에뛰드,테라비코스,스킨바리스타,False,테라비코스,에뛰드,스킨바리스타,에뛰드,스킨바리스타,테라비코스,False,False,True,테라비코스 > 에뛰드 > 스킨바리스타 || 에뛰드 > 스킨바리스타 > 테라비코스
anthropic,openai,main_02402,이아소,스킨푸드,믹순,False,믹순,스킨푸드,이아소,이아소,믹순,스킨푸드,False,False,True,믹순 > 스킨푸드 > 이아소 || 이아소 > 믹순 > 스킨푸드
anthropic,openai,main_02413,에뛰드,센텔리안24,편강율,False,편강율,에뛰드,센텔리안24,에뛰드,편강율,센텔리안24,False,False,True,편강율 > 에뛰드 > 센텔리안24 || 에뛰드 > 편강율 > 센텔리안24
anthropic,openai,main_02415,비플레인,아누아,비플레인,True,아누아,비플레인,비플레인,비플레인,비플레인,아누아,False,False,True,아누아 > 비플레인 > 비플레인 || 비플레인 > 비플레인 > 아누아
anthropic,openai,main_02416,스킨푸드,믹순,에뛰드,False,믹순,스킨푸드,에뛰드,에뛰드,스킨푸드,믹순,False,False,True,믹순 > 스킨푸드 > 에뛰드 || 에뛰드 > 스킨푸드 > 믹순
anthropic,openai,main_02427,일소,더후,헉슬리,False,헉슬리,일소,더후,더후,헉슬리,일소,False,False,True,헉슬리 > 일소 > 더후 || 더후 > 헉슬리 > 일소
anthropic,openai,main_02435,메디큐브,메디큐브,스킨푸드,True,메디큐브,스킨푸드,메디큐브,스킨푸드,메디큐브,메디큐브,False,False,True,메디큐브 > 스킨푸드 > 메디큐브 || 스킨푸드 > 메디큐브 > 메디큐브
anthropic,openai,main_02438,오휘,제이준,벤튼,False,제이준,오휘,벤튼,오휘,제이준,벤튼,False,False,True,제이준 > 오휘 > 벤튼 || 오휘 > 제이준 > 벤튼
anthropic,openai,main_02449,스킨푸드,퓨어케이,스킨푸드,True,퓨어케이,스킨푸드,스킨푸드,스킨푸드,스킨푸드,퓨어케이,False,False,True,퓨어케이 > 스킨푸드 > 스킨푸드 || 스킨푸드 > 스킨푸드 > 퓨어케이
anthropic,openai,main_02458,이아소,아누아,라곰,False,아누아,라곰,이아소,이아소,라곰,아누아,False,False,True,아누아 > 라곰 > 이아소 || 이아소 > 라곰 > 아누아
anthropic,openai,main_02472,잇츠스킨,피캄,이아소,False,이아소,잇츠스킨,피캄,피캄,이아소,잇츠스킨,False,False,True,이아소 > 잇츠스킨 > 피캄 || 피캄 > 이아소 > 잇츠스킨
anthropic,openai,main_02475,퐁당,리얼베리어,티엘스,False,티엘스,리얼베리어,퐁당,리얼베리어,티엘스,퐁당,False,False,True,티엘스 > 리얼베리어 > 퐁당 || 리얼베리어 > 티엘스 > 퐁당
anthropic,openai,main_02490,나인위시스,헉슬리,식물나라,False,나인위시스,헉슬리,식물나라,식물나라,나인위시스,헉슬리,False,False,True,나인위시스 > 헉슬리 > 식물나라 || 식물나라 > 나인위시스 > 헉슬리
anthropic,openai,main_02491,앰플엔,스킨1004,테라비코스,False,테라비코스,스킨1004,앰플엔,스킨1004,테라비코스,앰플엔,False,False,True,테라비코스 > 스킨1004 > 앰플엔 || 스킨1004 > 테라비코스 > 앰플엔
anthropic,openai,main_02510,엘리메르,스킨푸드,메디필,False,메디필,스킨푸드,엘리메르,스킨푸드,엘리메르,메디필,False,False,True,메디필 > 스킨푸드 > 엘리메르 || 스킨푸드 > 엘리메르 > 메디필
anthropic,openai,main_02519,아로마티카,오드로이,바닐라코,False,아로마티카,바닐라코,오드로이,바닐라코,오드로이,아로마티카,False,False,True,아로마티카 > 바닐라코 > 오드로이 || 바닐라코 > 오드로이 > 아로마티카
anthropic,openai,main_02540,센텔리안24,닥터지,아임프롬,False,센텔리안24,아임프롬,닥터지,닥터지,아임프롬,센텔리안24,False,False,True,센텔리안24 > 아임프롬 > 닥터지 || 닥터지 > 아임프롬 > 센텔리안24
anthropic,openai,main_02554,아누아,메디섹션넘버,코스알엑스,False,메디섹션넘버,코스알엑스,아누아,코스알엑스,메디섹션넘버,아누아,False,False,True,메디섹션넘버 > 코스알엑스 > 아누아 || 코스알엑스 > 메디섹션넘버 > 아누아
anthropic,openai,main_02559,오드로이,메디큐브,일루미엘,False,메디큐브,오드로이,,오드로이,일루미엘,메디큐브,False,False,False,메디큐브 > 오드로이 > nan || 오드로이 > 일루미엘 > 메디큐브
anthropic,openai,main_02562,일리윤,메디큐브,스킨1004,False,스킨1004,메디큐브,일리윤,일리윤,메디큐브,스킨1004,False,False,True,스킨1004 > 메디큐브 > 일리윤 || 일리윤 > 메디큐브 > 스킨1004
anthropic,openai,main_02572,아누아,에뛰드,셀리맥스,False,셀리맥스,아누아,에뛰드,에뛰드,셀리맥스,아누아,False,False,True,셀리맥스 > 아누아 > 에뛰드 || 에뛰드 > 셀리맥스 > 아누아
anthropic,openai,main_02575,미샤,숨37,이니스프리,False,이니스프리,미샤,숨37,미샤,이니스프리,숨37,False,False,True,이니스프리 > 미샤 > 숨37 || 미샤 > 이니스프리 > 숨37
anthropic,openai,main_02577,에뛰드,아이소이,파파레서피,False,파파레서피,아이소이,,아이소이,에뛰드,파파레서피,False,False,False,파파레서피 > 아이소이 > nan || 아이소이 > 에뛰드 > 파파레서피
anthropic,openai,main_02581,이즈앤트리,비욘드,코스알엑스,False,코스알엑스,비욘드,이즈앤트리,비욘드,이즈앤트리,코스알엑스,False,False,True,코스알엑스 > 비욘드 > 이즈앤트리 || 비욘드 > 이즈앤트리 > 코스알엑스
anthropic,openai,main_02592,라곰,볼드포뮬러,라로슈포제,False,볼드포뮬러,라곰,라로슈포제,라로슈포제,볼드포뮬러,라곰,False,False,True,볼드포뮬러 > 라곰 > 라로슈포제 || 라로슈포제 > 볼드포뮬러 > 라곰
anthropic,openai,main_02613,스킨1004,메디팜,테라비코스,False,테라비코스,스킨1004,메디팜,메디팜,테라비코스,스킨1004,False,False,True,테라비코스 > 스킨1004 > 메디팜 || 메디팜 > 테라비코스 > 스킨1004
anthropic,openai,main_02630,아로마티카,와더스킨,에스트라,False,아로마티카,에스트라,와더스킨,에스트라,와더스킨,아로마티카,False,False,True,아로마티카 > 에스트라 > 와더스킨 || 에스트라 > 와더스킨 > 아로마티카
anthropic,openai,main_02645,토니모리,션리,벤튼,False,벤튼,토니모리,션리,토니모리,벤튼,션리,False,False,True,벤튼 > 토니모리 > 션리 || 토니모리 > 벤튼 > 션리
anthropic,openai,main_02679,오드로이,나인위시스,지피덤,False,오드로이,지피덤,,지피덤,오드로이,나인위시스,False,False,False,오드로이 > 지피덤 > nan || 지피덤 > 오드로이 > 나인위시스
anthropic,openai,main_02692,피지오겔,일리윤,식물나라,False,피지오겔,일리윤,식물나라,일리윤,피지오겔,식물나라,False,False,True,피지오겔 > 일리윤 > 식물나라 || 일리윤 > 피지오겔 > 식물나라
anthropic,openai,main_02693,수이스킨,메디필,일리윤,False,메디필,수이스킨,일리윤,일리윤,메디필,수이스킨,False,False,True,메디필 > 수이스킨 > 일리윤 || 일리윤 > 메디필 > 수이스킨
anthropic,openai,main_02696,에뛰드,제이엠솔루션,오휘,False,제이엠솔루션,오휘,에뛰드,오휘,제이엠솔루션,에뛰드,False,False,True,제이엠솔루션 > 오휘 > 에뛰드 || 오휘 > 제이엠솔루션 > 에뛰드
anthropic,openai,main_02700,아로마티카,시드물,퐁당,False,아로마티카,시드물,퐁당,시드물,아로마티카,퐁당,False,False,True,아로마티카 > 시드물 > 퐁당 || 시드물 > 아로마티카 > 퐁당
anthropic,openai,main_02715,땡큐파머,토리든,라운드랩,False,땡큐파머,라운드랩,토리든,토리든,라운드랩,땡큐파머,False,False,True,땡큐파머 > 라운드랩 > 토리든 || 토리든 > 라운드랩 > 땡큐파머
anthropic,openai,main_02719,주미소,더마겐,네이처리퍼블릭,False,더마겐,주미소,네이처리퍼블릭,네이처리퍼블릭,주미소,더마겐,False,False,True,더마겐 > 주미소 > 네이처리퍼블릭 || 네이처리퍼블릭 > 주미소 > 더마겐
anthropic,openai,main_02722,볼드포뮬러,일소,토리든,False,볼드포뮬러,토리든,일소,토리든,볼드포뮬러,일소,False,False,True,볼드포뮬러 > 토리든 > 일소 || 토리든 > 볼드포뮬러 > 일소
anthropic,openai,main_02735,웰라쥬,닥터오라클,메이크프렘,False,닥터오라클,웰라쥬,메이크프렘,웰라쥬,닥터오라클,메이크프렘,False,False,True,닥터오라클 > 웰라쥬 > 메이크프렘 || 웰라쥬 > 닥터오라클 > 메이크프렘
anthropic,openai,main_02756,바닐라코,에스트라,스킨푸드,False,에스트라,바닐라코,스킨푸드,바닐라코,에스트라,스킨푸드,False,False,True,에스트라 > 바닐라코 > 스킨푸드 || 바닐라코 > 에스트라 > 스킨푸드
anthropic,openai,main_02757,라운드랩,메디큐브,이아소,False,메디큐브,라운드랩,이아소,라운드랩,메디큐브,이아소,False,False,True,메디큐브 > 라운드랩 > 이아소 || 라운드랩 > 메디큐브 > 이아소
anthropic,openai,main_02763,이니스프리,리얼베리어,토리든,False,리얼베리어,이니스프리,토리든,토리든,리얼베리어,이니스프리,False,False,True,리얼베리어 > 이니스프리 > 토리든 || 토리든 > 리얼베리어 > 이니스프리
anthropic,openai,main_02765,페이스인페이스,라운드랩,베네투스,False,라운드랩,베네투스,페이스인페이스,베네투스,라운드랩,페이스인페이스,False,False,True,라운드랩 > 베네투스 > 페이스인페이스 || 베네투스 > 라운드랩 > 페이스인페이스
anthropic,openai,main_02771,토리든,성분에디터,코스알엑스,False,코스알엑스,토리든,성분에디터,토리든,코스알엑스,성분에디터,False,False,True,코스알엑스 > 토리든 > 성분에디터 || 토리든 > 코스알엑스 > 성분에디터
anthropic,openai,main_02773,토리든,아페리레,바닐라코,False,바닐라코,토리든,아페리레,토리든,바닐라코,아페리레,False,False,True,바닐라코 > 토리든 > 아페리레 || 토리든 > 바닐라코 > 아페리레
anthropic,openai,main_02777,퓨어케이,듀이트리,실크크리스탈,False,퓨어케이,듀이트리,실크크리스탈,듀이트리,퓨어케이,실크크리스탈,False,False,True,퓨어케이 > 듀이트리 > 실크크리스탈 || 듀이트리 > 퓨어케이 > 실크크리스탈
anthropic,openai,main_02778,토리든,닥터벨머,스킨바리스타,False,스킨바리스타,토리든,닥터벨머,토리든,닥터벨머,스킨바리스타,False,False,True,스킨바리스타 > 토리든 > 닥터벨머 || 토리든 > 닥터벨머 > 스킨바리스타
anthropic,openai,main_02779,더후,와더스킨,토리든,False,와더스킨,토리든,더후,토리든,와더스킨,더후,False,False,True,와더스킨 > 토리든 > 더후 || 토리든 > 와더스킨 > 더후
anthropic,openai,main_02786,스킨1004,설화수,메디힐,False,메디힐,스킨1004,설화수,스킨1004,메디힐,설화수,False,False,True,메디힐 > 스킨1004 > 설화수 || 스킨1004 > 메디힐 > 설화수
anthropic,openai,main_02791,아로마티카,토리든,일루미엘,False,아로마티카,일루미엘,,토리든,아로마티카,일루미엘,False,False,False,아로마티카 > 일루미엘 > nan || 토리든 > 아로마티카 > 일루미엘
anthropic,openai,main_02794,땡큐파머,피캄,멜릭서,False,땡큐파머,피캄,멜릭서,피캄,땡큐파머,멜릭서,False,False,True,땡큐파머 > 피캄 > 멜릭서 || 피캄 > 땡큐파머 > 멜릭서
anthropic,openai,main_02797,비플레인,볼드포뮬러,스킨1004,False,스킨1004,비플레인,볼드포뮬러,비플레인,스킨1004,볼드포뮬러,False,False,True,스킨1004 > 비플레인 > 볼드포뮬러 || 비플레인 > 스킨1004 > 볼드포뮬러
anthropic,openai,main_02802,지피덤,성분에디터,에스트라,False,지피덤,성분에디터,에스트라,에스트라,지피덤,성분에디터,False,False,True,지피덤 > 성분에디터 > 에스트라 || 에스트라 > 지피덤 > 성분에디터
anthropic,openai,main_02804,듀이트리,일루미엘,테라비코스,False,테라비코스,듀이트리,일루미엘,듀이트리,테라비코스,일루미엘,False,False,True,테라비코스 > 듀이트리 > 일루미엘 || 듀이트리 > 테라비코스 > 일루미엘
anthropic,openai,main_02806,비플레인,넘버즈인,바이오던스,False,바이오던스,넘버즈인,,비플레인,넘버즈인,바이오던스,False,False,False,바이오던스 > 넘버즈인 > nan || 비플레인 > 넘버즈인 > 바이오던스
anthropic,openai,main_02811,은율,코스알엑스,유이크,False,유이크,은율,코스알엑스,은율,유이크,코스알엑스,False,False,True,유이크 > 은율 > 코스알엑스 || 은율 > 유이크 > 코스알엑스
anthropic,openai,main_02832,피캄,리얼베리어,듀이트리,False,듀이트리,피캄,리얼베리어,리얼베리어,듀이트리,피캄,False,False,True,듀이트리 > 피캄 > 리얼베리어 || 리얼베리어 > 듀이트리 > 피캄
anthropic,openai,main_02837,일리윤,비플레인,편강율,False,편강율,일리윤,비플레인,비플레인,편강율,일리윤,False,False,True,편강율 > 일리윤 > 비플레인 || 비플레인 > 편강율 > 일리윤
anthropic,openai,main_02847,엘리메르,파파레서피,스킨1004,False,파파레서피,스킨1004,엘리메르,스킨1004,엘리메르,파파레서피,False,False,True,파파레서피 > 스킨1004 > 엘리메르 || 스킨1004 > 엘리메르 > 파파레서피
anthropic,openai,main_02848,그레이멜린,김소형풀,닥터벨머,False,그레이멜린,김소형풀,닥터벨머,닥터벨머,그레이멜린,김소형풀,False,False,True,그레이멜린 > 김소형풀 > 닥터벨머 || 닥터벨머 > 그레이멜린 > 김소형풀
anthropic,openai,main_02856,은율,나인위시스,베네투스,False,나인위시스,은율,베네투스,베네투스,나인위시스,은율,False,False,True,나인위시스 > 은율 > 베네투스 || 베네투스 > 나인위시스 > 은율
anthropic,openai,main_02872,파파레서피,아누아,아이소이,False,아누아,파파레서피,아이소이,아이소이,파파레서피,아누아,False,False,True,아누아 > 파파레서피 > 아이소이 || 아이소이 > 파파레서피 > 아누아
anthropic,openai,main_02893,구달,라운드랩,나인위시스,False,구달,나인위시스,라운드랩,라운드랩,나인위시스,구달,False,False,True,구달 > 나인위시스 > 라운드랩 || 라운드랩 > 나인위시스 > 구달
anthropic,openai,main_02904,지피덤,실크크리스탈,믹순,False,믹순,지피덤,실크크리스탈,지피덤,믹순,실크크리스탈,False,False,True,믹순 > 지피덤 > 실크크리스탈 || 지피덤 > 믹순 > 실크크리스탈
anthropic,openai,main_02905,비욘드,스킨푸드,셀퓨전씨,False,스킨푸드,비욘드,셀퓨전씨,비욘드,셀퓨전씨,스킨푸드,False,False,True,스킨푸드 > 비욘드 > 셀퓨전씨 || 비욘드 > 셀퓨전씨 > 스킨푸드
anthropic,openai,main_02909,메이크프렘,티엘스,주미소,False,티엘스,주미소,메이크프렘,메이크프렘,주미소,티엘스,False,False,True,티엘스 > 주미소 > 메이크프렘 || 메이크프렘 > 주미소 > 티엘스
anthropic,openai,main_02920,구달,원씽,피캄,False,피캄,구달,원씽,구달,원씽,피캄,False,False,True,피캄 > 구달 > 원씽 || 구달 > 원씽 > 피캄
anthropic,openai,main_02929,센텔리안24,아로마티카,아누아,False,아누아,아로마티카,센텔리안24,아로마티카,아누아,센텔리안24,False,False,True,아누아 > 아로마티카 > 센텔리안24 || 아로마티카 > 아누아 > 센텔리안24
anthropic,openai,main_02934,메디큐브,넘버즈인,제이엠솔루션,False,제이엠솔루션,메디큐브,넘버즈인,넘버즈인,제이엠솔루션,메디큐브,False,False,True,제이엠솔루션 > 메디큐브 > 넘버즈인 || 넘버즈인 > 제이엠솔루션 > 메디큐브
anthropic,openai,main_02948,비플레인,라운드랩,원씽,False,원씽,라운드랩,,비플레인,원씽,라운드랩,False,False,False,원씽 > 라운드랩 > nan || 비플레인 > 원씽 > 라운드랩
anthropic,openai,main_02955,이아소,비알머드,아페리레,False,비알머드,아페리레,이아소,이아소,비알머드,아페리레,False,False,True,비알머드 > 아페리레 > 이아소 || 이아소 > 비알머드 > 아페리레
anthropic,openai,main_02957,주미소,엘리메르,나인위시스,False,나인위시스,엘리메르,주미소,주미소,나인위시스,엘리메르,False,False,True,나인위시스 > 엘리메르 > 주미소 || 주미소 > 나인위시스 > 엘리메르
anthropic,openai,main_02960,메디큐브,일리윤,더후,False,메디큐브,일리윤,더후,일리윤,메디큐브,더후,False,False,True,메디큐브 > 일리윤 > 더후 || 일리윤 > 메디큐브 > 더후
anthropic,openai,main_02961,일소,실크크리스탈,설화수,False,일소,설화수,실크크리스탈,설화수,일소,실크크리스탈,False,False,True,일소 > 설화수 > 실크크리스탈 || 설화수 > 일소 > 실크크리스탈
anthropic,openai,main_02963,티엘스,일루미엘,그레이멜린,False,일루미엘,티엘스,그레이멜린,그레이멜린,일루미엘,티엘스,False,False,True,일루미엘 > 티엘스 > 그레이멜린 || 그레이멜린 > 일루미엘 > 티엘스
